key,description,en,fi_auto,fr_auto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,<body>,<runko>,<corps>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Index,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
site.meta.title,Titre SEO du site (page d'accueil),"Sport4All | Sports, Outdoor & Fitness Equipment at Factory Prices","Sport4All | Urheilu-, ulkoilu- ja kuntoiluvälineet tehdashintaan",Programme d'affiliation AliExpress - Meilleurs produits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
site.meta.description,Description SEO du site (page d'accueil),"Sport4All offers high-quality sports, outdoor, and fitness equipment at direct factory prices. Gear up for training, adventure, and active living for less.","Sport4All tarjoaa korkealaatuisia urheilu-, ulkoilu- ja kuntoiluvälineitä suoraan tehtaan hintaan. Varustaudu harjoitteluun, seikkailuun ja aktiiviseen elämään edullisemmin.",Découvrez les meilleurs produits MAKITA sur AliExpress grâce à nos liens d'affiliation. Offres exclusives et prix compétitifs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.hero.title,Titre principal de la page d'accueil (hero),Discover the Best Products of SPORT4ALL,Löydä SPORT4ALLin parhaat tuotteet,Découvrez les meilleurs produits MAKITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.hero.subtitle,Sous-titre de la page d'accueil (hero),Exclusive offers and competitive prices for all your needs,Ainutlaatuisia tarjouksia ja kilpailukykyisiä hintoja kaikkiin tarpeisiisi,Des offres exclusives et des prix compétitifs pour tous vos besoins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.hero.button,Texte du bouton hero,View Products,Näytä tuotteet,Voir les produits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.hero.button.url,URL du lien du bouton hero,https://www.aliexpress.com/store/1105107302?spm=a2g0o.detail.0.0.7c37YBN1YBN1zN,https://www.aliexpress.com/store/1105107302?spm=a2g0o.detail.0.0.7c37YBN1YBN1zN,https://www.aliexpress.com/store/1104758161/pages/all-items.html?spm=a2g0o.store_pc_home.pcShopHead_2012153514384.99&sortType=bestmatch_sort&shop_sortType=bestmatch_sort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,presentation,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.presentation.title,Titre de la section présentation marque,About SPORT4ALL,Tietoja SPORT4ALLista,À propos de MAKITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.presentation.content,Contenu de la section présentation marque,"SPORT4ALL is your destination for affordable sports, fitness, and outdoor equipment at factory prices. We promote a wide range of brands sourced directly from Chinese manufacturers through trusted platforms such as AliExpress. By working close to production, we reduce intermediaries and pass the savings on to our customers. Our selection includes gear for fitness training, outdoor adventures, fishing, water sports, and snow sports. Whether you are a beginner or an active enthusiast, Sport4All helps you stay equipped, active, and ready for every challenge—without overpaying.","SPORT4ALL on paikasi edullisille urheilu-, kunto- ja ulkoiluvälineille tehdashintaan. Edistämme laajaa valikoimaa suoraan kiinalaisilta valmistajilta hankittuja tuotemerkkejä luotettavien alustojen, kuten AliExpressin, kautta. Työskentelemällä lähellä tuotantoa vähennämme välikäsien määrää ja siirrämme säästöt asiakkaillemme. Valikoimaamme kuuluu välineitä kuntoharjoitteluun, ulkoiluun, kalastukseen, vesiurheiluun ja talviurheiluun. Oletpa sitten aloittelija tai aktiivinen harrastaja, Sport4All auttaa sinua pysymään varustautuneena, aktiivisena ja valmiina jokaiseen haasteeseen – maksamatta liikaa.","Makita est une marque japonaise leader dans le secteur mondial de l'outillage électroportatif, reconnue pour son innovation, sa robustesse et ses performances professionnelles exceptionnelles. Fondée au Japon il y a plus d'un siècle, Makita s'est forgée une solide réputation en créant des outils alliant technologie de pointe, confort ergonomique et fiabilité hors pair. Sa vaste gamme comprend des perceuses, des meuleuses d'angle, des scies, des batteries et des accessoires conçus pour les professionnels et les bricoleurs exigeants. Chaque outil Makita est conçu pour offrir puissance, précision et une efficacité durable, garantissant des résultats optimaux sur tous les chantiers. En mettant l'accent sur la sécurité, le confort d'utilisation et la productivité, Makita demeure un partenaire de confiance pour la construction, la rénovation, le travail du bois et les applications industrielles dans le monde entier.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.advantages.title,Titre de la section avantages,</section>,</osio>,Pourquoi nous choisir ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.advantages.factory_price.title,Titre avantage: Prix Direct Usine,Factory Direct Price,Tehtaan suora hinta,Prix ​​direct usine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.advantages.factory_price.description,Description avantage: Prix Direct Usine,Benefit from factory-direct pricing without intermediaries.,Hyödynnä tehtaan suorat hinnat ilman välikäsiä.,"Bénéficiez de prix directs d'usine, sans intermédiaires.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.advantages.worldwide_shipping.title,Titre avantage: Livraison Mondiale,Worldwide Delivery,Toimitus maailmanlaajuisesti,Livraison internationale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.advantages.worldwide_shipping.description,Description avantage: Livraison Mondiale,Worldwide delivery for all your needs,Toimitus maailmanlaajuisesti kaikkiin tarpeisiisi,Livraison dans le monde entier pour tous vos besoins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.advantages.customer_service.title,Titre avantage: Service Après-Vente Réactif,Responsive After-Sales Service,Reagoiva jälkimarkkinointipalvelu,Service après-vente réactif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.advantages.customer_service.description,Description avantage: Service Après-Vente Réactif,A responsive and available after-sales service to assist you,Reagoiva ja helposti saatavilla oleva jälkimarkkinointipalvelu auttaa sinua,Un service après-vente réactif et disponible pour vous assister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.advantages.secure_payment.title,Titre avantage: Paiement Sécurisé,Secure Payment,Turvallinen maksu,Paiement sécurisé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.advantages.secure_payment.description,Description avantage: Paiement Sécurisé,Secure payment by credit card with maximum protection,Turvallinen luottokorttimaksu maksimaalisella suojauksella,Paiement sécurisé par carte bancaire avec protection maximale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.faq.title,Titre de la section FAQ,Frequently Asked Questions,Usein kysytyt kysymykset,Foire aux questions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.categories.title,Titre de la section catégories,Our Categories,Kategoriamme,Nos catégories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.testimonials.title,Titre de la section témoignages,Customer Reviews,Asiakasarvostelut,Avis clients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.stats.title,Titre de la section statistiques,Our Key Figures,Keskeiset luvut,Nos chiffres clés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.stats.products.number,Nombre de produits,1620+,1620+,1120+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.stats.products.label,Label produits,Products Available,Saatavilla olevat tuotteet,Produits disponibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.stats.countries.number,Nombre de pays,120+,120+,110+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.stats.countries.label,Label pays,Country of Delivery,Toimitusmaa,Pays de livraison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.stats.satisfaction.number,Taux de satisfaction,98%,98 %,98%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.stats.satisfaction.label,Label satisfaction,Customer Satisfaction,Asiakastyytyväisyys,Satisfaction client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.stats.support.number,Support client,24/7,24/7,24h/24 et 7j/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.stats.support.label,Label support,Customer Service,Asiakaspalvelu,Service client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.testimonials.1.name,Nom du témoignage 1,Mathieu C.,Mathieu C.,David K.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.testimonials.1.text,Texte du témoignage 1,"Excellent service! I ordered fitness equipment and I am very satisfied. The quality is excellent, the delivery was fast, and the packaging was neat. The equipment performs exactly as described and is sturdy, comfortable, and easy to use. It has greatly improved my workouts. I highly recommend it without hesitation.","Erinomaista palvelua! Tilasin kuntolaitteita ja olen erittäin tyytyväinen. Laatu on erinomainen, toimitus oli nopea ja pakkaus siisti. Laitteet toimivat täsmälleen kuvatulla tavalla ja ovat tukevat, mukavat ja helppokäyttöiset. Ne ovat parantaneet treenejäni huomattavasti. Suosittelen sitä lämpimästi epäröimättä.","Service impeccable ! J'ai commandé un moteur Bafang BBS02 et j'en suis très satisfait. La qualité est excellente, la livraison a été rapide et l'emballage soigné. Le moteur fonctionne parfaitement et a transformé mon vélo en un vélo électrique puissant. Je le recommande sans hésiter.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.testimonials.2.name,Nom du témoignage 2,Elodie A.,Elodie A.,Sarah M.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.testimonials.2.text,Texte du témoignage 2,"Excellent value for money. I bought a complete electric bike and everything matched the description. The bike is powerful, comfortable, and well built, with a smooth ride and good range. Delivery was on time, the packaging was secure, and the product exceeded my expectations.","Erinomaista vastinetta rahalle. Ostin täydellisen sähköpyörän ja kaikki vastasi kuvausta. Pyörä on tehokas, mukava ja hyvin rakennettu, ja siinä on tasainen ajo ja hyvä toimintasäde. Toimitus oli ajallaan, pakkaus oli turvallinen ja tuote ylitti odotukseni.","Excellent rapport qualité-prix. J'ai acheté une batterie Bafang 48V et elle correspond parfaitement à la description. La batterie est puissante, robuste et offre une excellente autonomie. La livraison a été effectuée dans les délais et le produit a dépassé mes attentes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.testimonials.3.name,Nom du témoignage 3,Claude P.,Claude P.,Michael R.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.testimonials.3.text,Texte du témoignage 3,"Perfect! I ordered a stand-up paddle and I’m very satisfied. The product is high quality, the price is competitive, and the delivery went smoothly. The paddle is stable, well designed, and easy to use, making it great for both beginners and experienced riders. I will definitely be back!","Täydellistä! Tilasin seisomamelan ja olen erittäin tyytyväinen. Tuote on laadukas, hinta kilpailukykyinen ja toimitus sujui mutkattomasti. Mela on vakaa, hyvin suunniteltu ja helppokäyttöinen, joten se sopii erinomaisesti sekä aloittelijoille että kokeneille laskijoille. Tulen ehdottomasti takaisin!","Parfait ! J'ai commandé plusieurs composants Bafang pour construire mon vélo électrique. Tous les produits sont d'excellente qualité, les prix sont compétitifs et la livraison s'est déroulée sans problème. Les composants sont de qualité professionnelle et ont considérablement amélioré mon expérience de cyclisme. Je repasserai commande !",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.testimonials.4.name,Nom du témoignage 4,Laura Q.,Laura Q.,Emma T.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.testimonials.4.text,Texte du témoignage 4,Responsive customer service and quality products. I had a quick question before ordering and received a prompt and helpful reply. The golf equipment perfectly matches the photos and descriptions. The build quality is excellent and the products perform exactly as expected on the course. Very satisfied with my purchase!,Reagoivaa asiakaspalvelua ja laadukkaita tuotteita. Minulla oli nopea kysymys ennen tilaamista ja sain nopean ja avuliaan vastauksen. Golfvälineet vastaavat täydellisesti kuvia ja kuvauksia. Rakennuksen laatu on erinomainen ja tuotteet toimivat kentällä täsmälleen odotetulla tavalla. Olen erittäin tyytyväinen ostokseeni!,Service client réactif et produits de qualité. J'avais une question rapide concernant la compatibilité d'un moteur Bafang et j'ai reçu une réponse immédiate. Les composants correspondent parfaitement aux photos et aux descriptions. Leur qualité de fabrication est exceptionnelle et ils fonctionnent exactement comme prévu. Je suis très satisfaite de mon achat !,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FAQ,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.faq.1.question,Question FAQ 1,What are the delivery times?,Mitkä ovat toimitusajat?,Quels sont les délais de livraison ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.faq.1.answer,Réponse FAQ 1,"Delivery times vary depending on your location and the seller. Generally, standard delivery takes between 15 and 30 business days. Some sellers offer express delivery (7-15 days) for an additional fee. You can check the exact delivery times on each AliExpress product page before placing your order.",Toimitusajat vaihtelevat sijainnistasi ja myyjästä riippuen. Yleensä vakiotoimitus kestää 15–30 arkipäivää. Jotkut myyjät tarjoavat pikatoimituksen (7–15 päivää) lisämaksusta. Voit tarkistaa tarkat toimitusajat kunkin AliExpress-tuotesivun omilta sivuilta ennen tilauksen tekemistä.,"Les délais de livraison varient selon votre lieu de résidence et le vendeur. En général, la livraison standard prend entre 15 et 30 jours ouvrables. Certains vendeurs proposent une livraison express (7 à 15 jours) moyennant un supplément. Vous pouvez consulter les délais de livraison exacts sur chaque page produit AliExpress avant de passer votre commande.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.faq.2.question,Question FAQ 2,What payment methods are accepted?,Mitä maksutapoja hyväksytään?,Quels sont les modes de paiement acceptés ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.faq.2.answer,Réponse FAQ 2,"AliExpress accepts several secure payment methods: credit cards (Visa, Mastercard), PayPal, bank transfer, and other methods depending on your country. All payments are secure and protected by AliExpress's Buyer Protection system. You will only be charged once your order has shipped.","AliExpress hyväksyy useita turvallisia maksutapoja: luottokortit (Visa, Mastercard), PayPalin, pankkisiirron ja muita menetelmiä maastasi riippuen. Kaikki maksut ovat turvallisia ja suojattuja AliExpressin ostajan suojausjärjestelmän avulla. Sinulta veloitetaan maksu vasta, kun tilauksesi on lähetetty.","AliExpress accepte plusieurs modes de paiement sécurisés : cartes bancaires (Visa, Mastercard), PayPal, virement bancaire et autres méthodes selon votre pays. Tous les paiements sont sécurisés et protégés par le système de protection des acheteurs d’AliExpress. Vous ne serez débité qu’une fois votre commande expédiée.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.faq.3.question,Question FAQ 3,Is there a warranty on the products?,Onko tuotteilla takuu?,Les produits sont-ils garantis ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.faq.3.answer,Réponse FAQ 3,"Yes, all products sold on AliExpress are covered by the AliExpress Buyer Guarantee. This guarantee covers defective products, products that do not match the description, or products that were not received. You generally have 15 days after receipt to open a dispute if necessary. In addition, many sellers offer their own extended warranties (6 months, 1 year, etc.), which you can find on the product page.","Kyllä, kaikki AliExpressissä myytävät tuotteet kuuluvat AliExpressin ostajan takuun piiriin. Tämä takuu kattaa vialliset tuotteet, tuotteet, jotka eivät vastaa kuvausta, tai tuotteet, joita ei ole vastaanotettu. Sinulla on yleensä 15 päivää vastaanottamisesta aikaa riidan tekemiseen tarvittaessa. Lisäksi monet myyjät tarjoavat omia pidennettyjä takuita (6 kuukautta, 1 vuosi jne.), jotka löydät tuotesivulta.","Oui, tous les produits vendus sur AliExpress sont couverts par la Garantie Acheteur AliExpress. Cette garantie couvre les produits défectueux, les produits non conformes à la description ou les produits non reçus. Vous disposez généralement de 15 jours après réception pour ouvrir un litige si nécessaire. De plus, de nombreux vendeurs proposent leurs propres extensions de garantie (6 mois, 1 an, etc.), que vous trouverez sur la page du produit.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.faq.4.question,Question FAQ 4,What should I do if there's a problem with my order?,"Mitä minun pitäisi tehdä, jos tilauksessani on ongelma?",Que dois-je faire en cas de problème avec ma commande ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.faq.4.answer,Réponse FAQ 4,"If you encounter a problem (defective product, not received, non-compliant), you can open a dispute directly from your AliExpress account in the ""My Orders"" section. AliExpress customer service will assist you in resolving the issue. Most disputes are resolved quickly, often in your favor if you provide the necessary evidence (photos, description of the problem).","Jos kohtaat ongelman (viallinen tuote, ei vastaanotettu, ei yhteensopiva), voit tehdä valituksen suoraan AliExpress-tililtäsi ""Tilaukseni""-osiossa. AliExpressin asiakaspalvelu auttaa sinua ratkaisemaan ongelman. Useimmat riidat ratkaistaan ​​nopeasti, usein eduksi, jos toimitat tarvittavat todisteet (valokuvat, ongelman kuvaus).","En cas de problème (produit défectueux, non reçu, non conforme), vous pouvez ouvrir un litige directement depuis votre compte AliExpress, dans la section « Mes commandes ». Le service client d'AliExpress vous aidera à résoudre le problème. La plupart des litiges sont résolus rapidement, souvent en votre faveur si vous fournissez les preuves nécessaires (photos, description du problème).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.faq.5.question,Question FAQ 5,Are the products authentic and of good quality?,Ovatko tuotteet aitoja ja laadukkaita?,Les produits sont-ils authentiques et de bonne qualité ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.faq.5.answer,Réponse FAQ 5,"We select only quality products from verified and positively rated sellers on AliExpress. Each product displays customer reviews and ratings, allowing you to check the quality before purchasing. We recommend reading reviews and checking photos shared by customers to ensure the product meets your expectations.","Valitsemme AliExpressissä vain laadukkaita tuotteita varmennettujen ja positiivisesti arvioitujen myyjien kautta. Jokaisen tuotteen kohdalla näkyy asiakasarvosteluja ja -luokituksia, joiden avulla voit tarkistaa laadun ennen ostamista. Suosittelemme lukemaan arvosteluja ja tarkistamaan asiakkaiden jakamat valokuvat varmistaaksesi, että tuote vastaa odotuksiasi.","Nous sélectionnons uniquement des produits de qualité provenant de vendeurs vérifiés et bien notés sur AliExpress. Chaque produit affiche les avis et les notes des clients, vous permettant ainsi de vérifier sa qualité avant l'achat. Nous vous recommandons de lire les avis et de consulter les photos partagées par les clients afin de vous assurer que le produit correspond à vos attentes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.bestsellers.title,Titre de la section Best Sellers,Best Sellers,Parhaiten myyvät,Meilleures ventes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
button.view_products,"Texte bouton ""Voir les Produits""",View Products,Näytä tuotteet,Voir les produits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
button.view_on_aliexpress,"Texte bouton ""Voir sur AliExpress""",View on AliExpress,Näytä AliExpressissä,Voir sur AliExpress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
button.discover_reviews,"Texte bouton ""Découvrez les X avis""",Discover the,Tutustu,Découvrez le,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
button.positive_reviews,"Texte ""avis positifs sur AliExpress""",Positive reviews on AliExpress,Positiivisia arvosteluja AliExpressissä,Avis positifs sur AliExpress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,