key,description,en,pt_auto,fr_auto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.hero.subtitle,Sous-titre de la page d'accueil (hero),Exclusive offers and competitive prices for all your needs,Ofertas exclusivas e preços competitivos para todas as suas necessidades.,Des offres exclusives et des prix compétitifs pour tous vos besoins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.hero.button,Texte du bouton hero,View Products,Ver produtos,Voir les produits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.hero.button.url,URL du lien du bouton hero,https://www.aliexpress.com/store/1103590012?spm=a2g0o.detail.0.0.133b4nTV4nTVgS&sortType=bestmatch_sort,https://www.aliexpress.com/store/1103590012?spm=a2g0o.detail.0.0.133b4nTV4nTVgS&sortType=bestmatch_sort,https://www.aliexpress.com/store/1104758161/pages/all-items.html?spm=a2g0o.store_pc_home.pcShopHead_2012153514384.99&sortType=bestmatch_sort&shop_sortType=bestmatch_sort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,presentation,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.presentation.title,Titre de la section présentation marque,About BAFANG,Sobre a BAFANG,À propos de MAKITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.presentation.content,Contenu de la section présentation marque,"Bafang is a global leader in e-mobility solutions, specializing in high-performance electric bike systems. Founded in 2003, the company designs and manufactures motors, batteries, controllers, and complete drive systems trusted by brands worldwide. With a strong commitment to innovation, quality, and riding comfort, Bafang delivers reliable technology for commuters, adventurers, and e-bike manufacturers. Its products combine efficiency, durability, and smooth power delivery to enhance every cycling experience.","A Bafang é líder global em soluções de mobilidade elétrica, especializada em sistemas de alto desempenho para bicicletas elétricas. Fundada em 2003, a empresa projeta e fabrica motores, baterias, controladores e sistemas de transmissão completos, utilizados por marcas em todo o mundo. Com um forte compromisso com a inovação, a qualidade e o conforto ao pedalar, a Bafang oferece tecnologia confiável para quem usa a bicicleta para ir ao trabalho, para aventureiros e para fabricantes de bicicletas elétricas. Seus produtos combinam eficiência, durabilidade e entrega de potência suave para aprimorar cada experiência de ciclismo.","Makita est une marque japonaise leader dans le secteur mondial de l'outillage électroportatif, reconnue pour son innovation, sa robustesse et ses performances professionnelles exceptionnelles. Fondée au Japon il y a plus d'un siècle, Makita s'est forgée une solide réputation en créant des outils alliant technologie de pointe, confort ergonomique et fiabilité hors pair. Sa vaste gamme comprend des perceuses, des meuleuses d'angle, des scies, des batteries et des accessoires conçus pour les professionnels et les bricoleurs exigeants. Chaque outil Makita est conçu pour offrir puissance, précision et une efficacité durable, garantissant des résultats optimaux sur tous les chantiers. En mettant l'accent sur la sécurité, le confort d'utilisation et la productivité, Makita demeure un partenaire de confiance pour la construction, la rénovation, le travail du bois et les applications industrielles dans le monde entier.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.advantages.title,Titre de la section avantages,</section>,</section>,Pourquoi nous choisir ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.advantages.factory_price.title,Titre avantage: Prix Direct Usine,Factory Direct Price,Preço direto da fábrica,Prix ​​direct usine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.advantages.factory_price.description,Description avantage: Prix Direct Usine,Benefit from factory-direct pricing without intermediaries.,"Aproveite os preços direto da fábrica, sem intermediários.","Bénéficiez de prix directs d'usine, sans intermédiaires.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.advantages.worldwide_shipping.title,Titre avantage: Livraison Mondiale,Worldwide Delivery,Entrega mundial,Livraison internationale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.advantages.worldwide_shipping.description,Description avantage: Livraison Mondiale,Worldwide delivery for all your needs,Entrega mundial para todas as suas necessidades.,Livraison dans le monde entier pour tous vos besoins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.advantages.customer_service.title,Titre avantage: Service Après-Vente Réactif,Responsive After-Sales Service,Serviço pós-venda ágil,Service après-vente réactif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.advantages.customer_service.description,Description avantage: Service Après-Vente Réactif,A responsive and available after-sales service to assist you,Um serviço pós-venda ágil e disponível para lhe auxiliar.,Un service après-vente réactif et disponible pour vous assister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.advantages.secure_payment.title,Titre avantage: Paiement Sécurisé,Secure Payment,Pagamento seguro,Paiement sécurisé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.advantages.secure_payment.description,Description avantage: Paiement Sécurisé,Secure payment by credit card with maximum protection,Pagamento seguro com cartão de crédito com máxima proteção.,Paiement sécurisé par carte bancaire avec protection maximale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.faq.title,Titre de la section FAQ,Frequently Asked Questions,Perguntas frequentes,Foire aux questions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.categories.title,Titre de la section catégories,Our Categories,Nossas categorias,Nos catégories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.testimonials.title,Titre de la section témoignages,Customer Reviews,Avaliações de clientes,Avis clients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.stats.title,Titre de la section statistiques,Our Key Figures,Nossos principais indicadores,Nos chiffres clés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.stats.products.number,Nombre de produits,420+,420+,1120+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.stats.products.label,Label produits,Products Available,Produtos disponíveis,Produits disponibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.stats.countries.number,Nombre de pays,100+,Mais de 100,110+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.stats.countries.label,Label pays,Country of Delivery,País de entrega,Pays de livraison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.stats.satisfaction.number,Taux de satisfaction,98%,98%,98%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.stats.satisfaction.label,Label satisfaction,Customer Satisfaction,Satisfação do Cliente,Satisfaction client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.stats.support.number,Support client,24/7,"24 horas por dia, 7 dias por semana",24h/24 et 7j/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.stats.support.label,Label support,Customer Service,Atendimento ao Cliente,Service client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.testimonials.1.name,Nom du témoignage 1,David K.,David K.,David K.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.testimonials.1.text,Texte du témoignage 1,"Excellent service! I ordered a Bafang BBS02 mid-drive motor and I am very satisfied. The quality is excellent, the delivery was fast and the packaging was neat. The motor performs exactly as described and has transformed my bike into a powerful e-bike. I recommend without hesitation.","Excelente serviço! Comprei um motor central Bafang BBS02 e estou muito satisfeito. A qualidade é excelente, a entrega foi rápida e a embalagem impecável. O motor funciona exatamente como descrito e transformou minha bicicleta em uma potente e-bike. Recomendo sem hesitar.","Service impeccable ! J'ai commandé un moteur Bafang BBS02 et j'en suis très satisfait. La qualité est excellente, la livraison a été rapide et l'emballage soigné. Le moteur fonctionne parfaitement et a transformé mon vélo en un vélo électrique puissant. Je le recommande sans hésiter.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.testimonials.2.name,Nom du témoignage 2,Sarah M.,Sarah M.,Sarah M.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.testimonials.2.text,Texte du témoignage 2,"Excellent value for money. I bought a Bafang 48V battery and everything matches the description. The battery is powerful, durable, and provides excellent range. Delivery was on time and the product exceeded my expectations.","Excelente custo-benefício. Comprei uma bateria Bafang de 48V e tudo corresponde à descrição. A bateria é potente, durável e oferece excelente autonomia. A entrega foi pontual e o produto superou minhas expectativas.","Excellent rapport qualité-prix. J'ai acheté une batterie Bafang 48V et elle correspond parfaitement à la description. La batterie est puissante, robuste et offre une excellente autonomie. La livraison a été effectuée dans les délais et le produit a dépassé mes attentes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.testimonials.3.name,Nom du témoignage 3,Michael R.,Michael R.,Michael R.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.testimonials.3.text,Texte du témoignage 3,"Perfect! I ordered several Bafang components to build my e-bike. All the products are of very good quality, the prices are competitive, and the delivery went smoothly. The components are professional-grade and have significantly improved my cycling experience. I will be back!","Perfeito! Encomendei vários componentes Bafang para montar minha bicicleta elétrica. Todos os produtos são de ótima qualidade, os preços são competitivos e a entrega foi tranquila. Os componentes são de nível profissional e melhoraram significativamente minha experiência de ciclismo. Voltarei a comprar!","Parfait ! J'ai commandé plusieurs composants Bafang pour construire mon vélo électrique. Tous les produits sont d'excellente qualité, les prix sont compétitifs et la livraison s'est déroulée sans problème. Les composants sont de qualité professionnelle et ont considérablement amélioré mon expérience de cyclisme. Je repasserai commande !",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.testimonials.4.name,Nom du témoignage 4,Emma T.,Emma T.,Emma T.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.testimonials.4.text,Texte du témoignage 4,Responsive customer service and quality products. I had a quick question about Bafang motor compatibility and received a prompt reply. The components perfectly match the photos and descriptions. The build quality is outstanding and they perform exactly as expected. Very satisfied with my purchase!,Atendimento ao cliente ágil e produtos de qualidade. Tinha uma dúvida rápida sobre a compatibilidade do motor Bafang e recebi uma resposta imediata. Os componentes correspondem perfeitamente às fotos e descrições. A qualidade de construção é excelente e o desempenho é exatamente como esperado. Estou muito satisfeito com a minha compra!,Service client réactif et produits de qualité. J'avais une question rapide concernant la compatibilité d'un moteur Bafang et j'ai reçu une réponse immédiate. Les composants correspondent parfaitement aux photos et aux descriptions. Leur qualité de fabrication est exceptionnelle et ils fonctionnent exactement comme prévu. Je suis très satisfaite de mon achat !,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FAQ,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.faq.1.question,Question FAQ 1,What are the delivery times?,Quais são os prazos de entrega?,Quels sont les délais de livraison ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.faq.1.answer,Réponse FAQ 1,"Delivery times vary depending on your location and the seller. Generally, standard delivery takes between 15 and 30 business days. Some sellers offer express delivery (7-15 days) for an additional fee. You can check the exact delivery times on each AliExpress product page before placing your order.","Os prazos de entrega variam dependendo da sua localização e do vendedor. Geralmente, a entrega padrão leva entre 15 e 30 dias úteis. Alguns vendedores oferecem entrega expressa (7 a 15 dias) mediante o pagamento de uma taxa adicional. Você pode verificar os prazos de entrega exatos na página de cada produto no AliExpress antes de fazer seu pedido.","Les délais de livraison varient selon votre lieu de résidence et le vendeur. En général, la livraison standard prend entre 15 et 30 jours ouvrables. Certains vendeurs proposent une livraison express (7 à 15 jours) moyennant un supplément. Vous pouvez consulter les délais de livraison exacts sur chaque page produit AliExpress avant de passer votre commande.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.faq.2.question,Question FAQ 2,What payment methods are accepted?,Quais são os métodos de pagamento aceitos?,Quels sont les modes de paiement acceptés ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.faq.2.answer,Réponse FAQ 2,"AliExpress accepts several secure payment methods: credit cards (Visa, Mastercard), PayPal, bank transfer, and other methods depending on your country. All payments are secure and protected by AliExpress's Buyer Protection system. You will only be charged once your order has shipped.","O AliExpress aceita diversos métodos de pagamento seguros: cartões de crédito (Visa, Mastercard), PayPal, transferência bancária e outros métodos, dependendo do seu país. Todos os pagamentos são seguros e protegidos pelo sistema de Proteção ao Comprador do AliExpress. Você só será cobrado após o envio do seu pedido.","AliExpress accepte plusieurs modes de paiement sécurisés : cartes bancaires (Visa, Mastercard), PayPal, virement bancaire et autres méthodes selon votre pays. Tous les paiements sont sécurisés et protégés par le système de protection des acheteurs d’AliExpress. Vous ne serez débité qu’une fois votre commande expédiée.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.faq.3.question,Question FAQ 3,Is there a warranty on the products?,Os produtos têm garantia?,Les produits sont-ils garantis ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.faq.3.answer,Réponse FAQ 3,"Yes, all products sold on AliExpress are covered by the AliExpress Buyer Guarantee. This guarantee covers defective products, products that do not match the description, or products that were not received. You generally have 15 days after receipt to open a dispute if necessary. In addition, many sellers offer their own extended warranties (6 months, 1 year, etc.), which you can find on the product page.","Sim, todos os produtos vendidos no AliExpress são cobertos pela Garantia do Comprador do AliExpress. Essa garantia cobre produtos com defeito, produtos que não correspondem à descrição ou produtos que não foram recebidos. Geralmente, você tem 15 dias após o recebimento para abrir uma disputa, se necessário. Além disso, muitos vendedores oferecem suas próprias garantias estendidas (6 meses, 1 ano, etc.), que você pode encontrar na página do produto.","Oui, tous les produits vendus sur AliExpress sont couverts par la Garantie Acheteur AliExpress. Cette garantie couvre les produits défectueux, les produits non conformes à la description ou les produits non reçus. Vous disposez généralement de 15 jours après réception pour ouvrir un litige si nécessaire. De plus, de nombreux vendeurs proposent leurs propres extensions de garantie (6 mois, 1 an, etc.), que vous trouverez sur la page du produit.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.faq.4.question,Question FAQ 4,What should I do if there's a problem with my order?,O que devo fazer se houver algum problema com meu pedido?,Que dois-je faire en cas de problème avec ma commande ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.faq.4.answer,Réponse FAQ 4,"If you encounter a problem (defective product, not received, non-compliant), you can open a dispute directly from your AliExpress account in the ""My Orders"" section. AliExpress customer service will assist you in resolving the issue. Most disputes are resolved quickly, often in your favor if you provide the necessary evidence (photos, description of the problem).","Se você encontrar algum problema (produto com defeito, não recebido, não conforme), pode abrir uma disputa diretamente da sua conta AliExpress na seção ""Meus Pedidos"". O atendimento ao cliente do AliExpress ajudará você a resolver o problema. A maioria das disputas é resolvida rapidamente, muitas vezes a seu favor, se você fornecer as evidências necessárias (fotos, descrição do problema).","En cas de problème (produit défectueux, non reçu, non conforme), vous pouvez ouvrir un litige directement depuis votre compte AliExpress, dans la section « Mes commandes ». Le service client d'AliExpress vous aidera à résoudre le problème. La plupart des litiges sont résolus rapidement, souvent en votre faveur si vous fournissez les preuves nécessaires (photos, description du problème).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.faq.5.question,Question FAQ 5,Are the products authentic and of good quality?,Os produtos são autênticos e de boa qualidade?,Les produits sont-ils authentiques et de bonne qualité ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.faq.5.answer,Réponse FAQ 5,"We select only quality products from verified and positively rated sellers on AliExpress. Each product displays customer reviews and ratings, allowing you to check the quality before purchasing. We recommend reading reviews and checking photos shared by customers to ensure the product meets your expectations.","Selecionamos apenas produtos de qualidade de vendedores verificados e com avaliações positivas no AliExpress. Cada produto exibe avaliações e classificações de clientes, permitindo que você verifique a qualidade antes de comprar. Recomendamos ler as avaliações e verificar as fotos compartilhadas pelos clientes para garantir que o produto atenda às suas expectativas.","Nous sélectionnons uniquement des produits de qualité provenant de vendeurs vérifiés et bien notés sur AliExpress. Chaque produit affiche les avis et les notes des clients, vous permettant ainsi de vérifier sa qualité avant l'achat. Nous vous recommandons de lire les avis et de consulter les photos partagées par les clients afin de vous assurer que le produit correspond à vos attentes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homepage.bestsellers.title,Titre de la section Best Sellers,Best Sellers,Mais vendidos,Meilleures ventes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
button.view_products,"Texte bouton ""Voir les Produits""",View Products,Ver produtos,Voir les produits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
button.view_on_aliexpress,"Texte bouton ""Voir sur AliExpress""",View on AliExpress,Veja no AliExpress,Voir sur AliExpress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
button.discover_reviews,"Texte bouton ""Découvrez les X avis""",Discover the,Descubra o,Découvrez le,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
button.positive_reviews,"Texte ""avis positifs sur AliExpress""",Positive reviews on AliExpress,Avaliações positivas no AliExpress,Avis positifs sur AliExpress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,